genzyme,2011-03-01,Thyrogen Product Education 30 ins,Westmead Childrens Hospital,Haematologists,Beverage,5,17.00,17.00,17.00,17.00,0,0,0,0,0,0,1,3
genzyme,2011-03-01,FMC Paediatric Grand Round Meeting. 3rd party sponsorship. No input into clinical content of meeting 1 hr,Flinders Medical Centre Dept of Paediatrics,Paediatricians; nurses; neonatologists; RMOs; Interns,Sandwiches and Fruit Platter,35,297.00,297.00,297.00,297.00,1,0,0,0,0,0,0,8
genzyme,2011-03-01,Nursing inservice presentation on Gaucher Disease and infusion guidelines for Cerezyme 1hr,Lyell McEwin Hospital,nursing staff; Oncologists; Haematologists; pharmacists,Croissants and Fruit,15,123.00,123.00,123.00,123.00,0,1,0,0,0,1,0,8
genzyme,2011-03-01,IMVS Haem Journal club meeting 1 hr,IMVS,Haematologists,Fruit; coffee and OJ,10,59.00,59.00,59.00,59.00,0,0,0,0,0,0,1,6
genzyme,2011-03-01,IMVS Haem Journal club meeting 1 hr,IMVS,Haematologists,Fruit; coffee and OJ,15,78.60,78.60,78.60,78.60,0,0,0,0,0,0,1,5
genzyme,2011-03-01,RAH Dept of Neurology Clinical meeting. No input into the clinical content of the meeting. 3rd party sponsorship 1 hr,Royal Adelaide Hospital; Dept of Neurology,Neurologists; Registrars; Interns and Neurology nursing staff,Sandwiches and Fruit,16,187.00,187.00,187.00,187.00,0,0,0,0,0,0,1,12
genzyme,2011-03-01,WA HGSA State Branch meeting. No input into the clinical content of the meeting. 1 hr,WA Institute of Medical Research,Geneticists; Genetic Counselors Paediatricians; GPs nurses,Food and Beverages,50,520.00,520.00,520.00,520.00,1,0,1,0,0,0,0,10
genzyme,2011-03-01,Thyrogen Product Education,Liverpool Hospital,Nurse,,1,3.95,3.95,3.95,3.95,1,0,0,0,0,0,0,4
genzyme,2011-03-01,Haematology Education Evening,The Ginger Room; Old Parliament House; ACT,Haematologists; Registrars; Advanced Trainees; Nurses,,20,2000.00,2000.00,2000.00,2000.00,1,0,0,0,0,0,0,100
genzyme,2011-03-01,Haematology Journal Club,Royal Prince Alfred Conference Room,Haematologists; Registrars; Advanced Trainees,,20,250.50,250.50,250.50,250.50,0,0,0,0,0,0,1,13
genzyme,2011-03-01,Haematology/Oncology Journal Club,Sydney Childrens Hospital,Registrars; Advanced,,16,201.00,201.00,201.00,201.00,0,0,0,0,0,0,1,13
genzyme,2011-03-01,Renagel Product Inservice,Canberra Hospital,Nurses,,5,15.00,15.00,15.00,15.00,1,0,0,0,0,0,0,3
genzyme,2011-03-01,Renagel Product Inservice,Liverpool Hospital,Nurses,,8,11.50,11.50,11.50,11.50,1,0,0,0,0,0,0,1
genzyme,2011-03-01,Thyrogen Product Education,Liverpool Hospital,Nurse,,1,3.95,3.95,3.95,3.95,1,0,0,0,0,0,0,4
